x,y,color,gt_x,gt_y
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
0.10271784663200378,-0.20194336771965027,green,9.597820937997794e-08,-0.1999999559855805
-0.09973350912332535,-0.2019442766904831,blue,9.597820937997794e-08,-0.1999999559855805
0.0023439512588083744,-0.20194900035858154,red,9.597820937997794e-08,-0.1999999559855805
